,ADDRESS,SUBURB,PRICE,BEDROOMS,BATHROOMS,GARAGE,LAND_AREA,FLOOR_AREA,BUILD_YEAR,CBD_DIST,NEAREST_STN,NEAREST_STN_DIST,DATE_SOLD,POSTCODE,LATITUDE,LONGITUDE,NEAREST_SCH,NEAREST_SCH_DIST,NEAREST_SCH_RANK,STATION_NUM,NEAREST_CEM_DIST,MEAN_PRICE,DIFFERENCE
102,6A Worley Street,Willagee,625000,3,2,2.0,425,141,2004.0,11700,Bull Creek Station,4400,2018-01-01,6156,-32.04788471,115.807775,MELVILLE SENIOR HIGH SCHOOL,0.279666606813937,61.0,10.0,4983.811864101211,700941.9873096447,-75941.9873096447
103,17 Ohrid Place,Joondalup,580000,4,2,2.0,711,259,2000.0,27300,Currambine Station,1900,2018-01-01,6027,-31.71942,115.76903,LAKE JOONDALUP BAPTIST COLLEGE,2.1333921180037474,80.0,3.0,9101.946009523805,700941.9873096447,-120941.9873096447
104,2/135 Challis Road,Seville Grove,232000,3,1,2.0,218,110,2009.0,24100,Sherwood Station,1100,2018-01-01,6112,-32.13223752,116.0002807,SOWILO COMMUNITY HIGH SCHOOL,0.9077163776621482,75.0,14.0,22631.973771278197,700941.9873096447,-468941.9873096447
105,7 Aldenham Drive,Southern River,558000,4,2,2.0,643,271,2012.0,19400,Thornlie Station,6700,2018-01-01,6110,-32.10770631,115.9509965,CAREY BAPTIST COLLEGE,1.518800241052337,62.0,10.0,18128.102380334654,700941.9873096447,-142941.9873096447
106,7 Amethyst Place,Maida Vale,425000,3,2,2.0,602,141,2001.0,14800,Midland Station,7000,2018-01-01,6057,-31.95316,116.01529,DARLING RANGE SPORTS COLLEGE,2.5374185485274103,137.0,8.0,6818.751108769635,700941.9873096447,-275941.9873096447
107,2 Turnix Road,Gwelup,875000,4,2,2.0,500,214,2014.0,10500,Stirling Station,2400,2018-01-01,6018,-31.87366717,115.7973283,BALCATTA SENIOR HIGH SCHOOL,1.4237414678501532,135.0,7.0,8311.677491738292,700941.9873096447,174058.0126903553
108,6 Orr Place,Stirling,625000,3,1,2.0,746,119,1980.0,10000,Stirling Station,2000,2018-01-01,6021,-31.87626,115.80281,BALCATTA SENIOR HIGH SCHOOL,0.8948179451162216,135.0,4.0,8724.72207844328,700941.9873096447,-75941.9873096447
109,33 Portsea Rise,Mosman Park,1375000,4,2,2.0,476,242,1997.0,11900,Vic,1100,2018-01-01,6012,-32.01973,115.76075,IONA PRESENTATION COLLEGE,1.4095890232152162,17.0,2.0,3604.538883376332,700941.9873096447,674058.0126903553
110,26 Monivae Vista,Tapping,575000,4,2,2.0,649,230,2007.0,27100,Currambine Station,5200,2018-01-01,6065,-31.713272,115.804046,JOSEPH BANKS SECONDARY COLLEGE,1.7703490060445952,92.0,6.0,10096.546466825162,700941.9873096447,-125941.9873096447
111,156 Lakeside Drive,Helena Valley,560000,4,2,2.0,1021,232,1996.0,16900,Midland Station,3900,2018-01-01,6056,-31.91458,116.0325,SWAN VIEW SENIOR HIGH SCHOOL,3.2148290833786413,149.0,4.0,3100.048089513658,700941.9873096447,-140941.9873096447
112,69 Glyde Street,East Fremantle,1300000,4,2,,508,183,1920.0,14100,Fremantle Station,1500,2018-01-01,6158,-32.04604,115.75889,JOHN CURTIN COLLEGE OF THE ARTS,0.3825662975560436,25.0,14.0,732.578564597056,700941.9873096447,599058.0126903553
113,11 Boxing Lane,Floreat,1835000,3,2,2.0,330,308,2015.0,6600,Loch Street Station,2900,2018-01-01,6014,-31.94564767,115.788938,JOHN XXIII COLLEGE,1.6347473989670445,8.0,14.0,2490.741615924532,700941.9873096447,1134058.0126903553
114,6 Martindale Avenue,Madeley,700000,4,2,4.0,675,255,2005.0,16100,Greenwood Station,4600,2018-01-01,6065,-31.80942,115.83041,KINGSWAY CHRISTIAN COLLEGE,0.7029440921654195,50.0,14.0,5169.958884691183,700941.9873096447,-941.9873096446972
115,1 Litchfield Crescent,Carramar,565000,3,2,2.0,677,190,2005.0,27600,Currambine Station,4700,2018-01-01,6031,-31.71023649,115.7965458,JOSEPH BANKS SECONDARY COLLEGE,1.286087618601946,92.0,9.0,10269.556452702362,700941.9873096447,-135941.9873096447
116,27 Fendam Street,Waikiki,470000,4,2,2.0,809,177,1985.0,43100,Warnbro Station,2100,2018-01-01,6169,-32.32779,115.74608,SOUTH COAST BAPTIST COLLEGE,1.7506693829697113,54.0,10.0,5620.472092405868,700941.9873096447,-230941.9873096447
117,17 Hurlston Way,Koondoola,315000,3,1,1.0,691,82,1976.0,12000,Warwick Station,6600,2018-01-01,6064,-31.84493,115.86625,MERCY COLLEGE,0.8612243659387047,46.0,14.0,9776.502973464112,700941.9873096447,-385941.9873096447
118,11 Chittawarra Court,Glen Forrest,647600,4,2,3.0,1927,237,,22800,Midland Station,8800,2018-01-01,6071,-31.9028,116.09317,HELENA COLLEGE,0.5445242909713187,78.0,9.0,7621.513275590225,700941.9873096447,-53341.9873096447
119,2A Lucas Street,Willagee,472000,3,2,2.0,357,122,1997.0,12700,Fremantle Station,4800,2018-01-01,6156,-32.05269,115.79557,MELVILLE SENIOR HIGH SCHOOL,1.1717522749254177,61.0,21.0,3815.779581547971,700941.9873096447,-228941.9873096447
120,27 Denver Avenue,Madeley,480000,3,2,2.0,383,148,2006.0,16500,Whitfords Station,3700,2018-01-01,6065,-31.80784201,115.8204404,THE MONTESSORI SCHOOL,1.295018275959304,200.0,13.0,4211.685562907867,700941.9873096447,-220941.9873096447
121,11 Charnley Link,Wanneroo,400000,4,2,2.0,603,166,2003.0,25200,Joondalup Station,2400,2018-01-01,6065,-31.73406,115.78962,LAKE JOONDALUP BAPTIST COLLEGE,2.694547638803766,80.0,5.0,7546.914852567001,700941.9873096447,-300941.9873096447
122,33B Dundee Street,Leeming,510000,4,2,2.0,602,125,1992.0,14100,Murdoch Station,3100,2018-01-01,6149,-32.07778,115.88066,WILLETTON SENIOR HIGH SCHOOL,1.83659294635656,18.0,0.0,12179.956433697129,700941.9873096447,-190941.9873096447
123,16 Wishaw Loop,Kinross,600000,4,2,2.0,632,251,2001.0,29000,Currambine Station,2200,2018-01-01,6028,-31.71626,115.72924,YOUTH FUTURES COMMUNITY SCHOOL,2.93621757073554,200.0,12.0,10434.714330947376,700941.9873096447,-100941.9873096447
124,11 Westerly Crescent,Heathridge,420000,3,2,1.0,940,151,2015.0,23700,Joondalup Station,1500,2018-01-01,6027,-31.75703503,115.7602174,BELRIDGE SECONDARY COLLEGE,1.5109174788408593,102.0,7.0,5130.459081010456,700941.9873096447,-280941.9873096447
125,34 Elmwood Avenue,Woodlands,1270000,4,2,3.0,948,240,2015.0,7500,Glendalough Station,2800,2018-01-01,6018,-31.91377118,115.7933319,CHURCHLANDS SENIOR HIGH SCHOOL,0.5027125877698687,22.0,11.0,5815.417160956065,700941.9873096447,569058.0126903553
126,27 Masefield Avenue,North Lake,660000,4,2,2.0,710,170,1989.0,15000,Murdoch Station,3300,2018-01-01,6163,-32.08268,115.82098,PERTH WALDORF SCHOOL,1.1031847646470518,200.0,3.0,7095.050825404588,700941.9873096447,-40941.9873096447
127,2/240 Eighth Avenue,Inglewood,390000,2,1,1.0,101,70,1980.0,4300,Mount Lawley Station,1800,2018-01-01,6052,-31.91907845,115.8811409,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.1016091442431903,20.0,15.0,3860.194621288621,700941.9873096447,-310941.9873096447
128,7 Carcoo Court,Beckenham,535000,5,2,2.0,757,201,2003.0,12100,Beckenham Station,607,2018-01-01,6107,-32.01931629,115.9596247,SEVENOAKS SENIOR COLLEGE,1.8017889100876647,114.0,17.0,10311.023653636865,700941.9873096447,-165941.9873096447
129,5 Hill Place,Attadale,1560000,4,3,2.0,711,187,1965.0,10400,North Fremantle Station,4400,2018-01-01,6156,-32.02972,115.79825,SANTA MARIA COLLEGE,1.2563420352664862,10.0,11.0,4750.5282851829725,700941.9873096447,859058.0126903553
130,27 Modena Place,Balga,425000,3,2,2.0,372,144,2008.0,10700,Warwick Station,5300,2018-01-01,6061,-31.856397,115.850671,JOHN SEPTIMUS ROE ANGLICAN COMMUNITY SCHOOL,0.6588634811115973,35.0,16.0,9321.071036922993,700941.9873096447,-275941.9873096447
131,317A Scarborough Beach Road,Woodlands,580000,3,2,2.0,340,131,2006.0,8800,Stirling Station,1700,2018-01-01,6018,-31.900229,115.788712,INTERNATIONAL SCHOOL OF WESTERN AUSTRALIA,1.064944616632001,200.0,14.0,7366.970561645471,700941.9873096447,-120941.9873096447
132,65B Glenelg Street,Mount Pleasant,841125,3,2,2.0,604,154,1993.0,7400,Canning Bridge Station,1600,2018-01-01,6153,-32.01695,115.84186,APPLECROSS SENIOR HIGH SCHOOL,1.522472656814225,34.0,12.0,6894.74180349494,700941.9873096447,140183.0126903553
133,68 Kimberley Street,West Leederville,955000,3,2,1.0,267,153,,2700,West Leederville Station,451,2018-01-01,6007,-31.93889,115.8348,PERTH MODERN SCHOOL,0.7032769686826348,1.0,9.0,2828.6393240837388,700941.9873096447,254058.0126903553
134,5 Danja Rise,Hocking,435000,4,2,2.0,605,144,1996.0,20900,Edgewater Station,3400,2018-01-01,6065,-31.76794,115.81397,WANNEROO SECONDARY COLLEGE,1.1247437829574467,131.0,7.0,5099.823856337385,700941.9873096447,-265941.9873096447
135,26D Connell Way,Girrawheen,255000,3,1,2.0,566,85,1973.0,12800,Warwick Station,5300,2018-01-01,6064,-31.83726,115.85151,GIRRAWHEEN SENIOR HIGH SCHOOL,0.914928076818278,149.0,17.0,8144.411323877124,700941.9873096447,-445941.9873096447
136,34 Kersey Way,Carine,830000,3,2,2.0,589,170,2000.0,13900,Warwick Station,1900,2018-01-01,6020,-31.8485,115.77625,CARINE SENIOR HIGH SCHOOL,0.5016795405019697,47.0,16.0,5279.383106447972,700941.9873096447,129058.0126903553
137,65 Cloister Avenue,Manning,848000,4,2,2.0,515,207,1999.0,7400,Canning Bridge Station,1700,2018-01-01,6152,-32.01808392,115.8708374,AQUINAS COLLEGE,1.242498921475476,23.0,14.0,6900.145799660837,700941.9873096447,147058.0126903553
138,33 Woodbridge Drive,Cooloongup,133400,5,2,2.0,680,230,1989.0,38700,Rockingham Station,124,2018-01-01,6168,-32.29038,115.76261,KOLBE CATHOLIC COLLEGE,1.4140063291909175,97.0,25.0,2921.2831531896927,700941.9873096447,-567541.9873096447
139,69 Ashmore Way,Sorrento,1155000,6,6,4.0,773,376,,18000,Greenwood Station,3300,2018-01-01,6020,-31.82054,115.74826,SACRED HEART COLLEGE,0.7764885696280533,19.0,9.0,3446.9546935716285,700941.9873096447,454058.0126903553
140,69 Basildon Road,Lesmurdie,1000000,4,2,5.0,2139,290,1976.0,17600,Madding,6700,2018-01-01,6076,-32.0066,116.03344,MAZENOD COLLEGE,0.5094982094411294,25.0,6.0,12897.18816216494,700941.9873096447,299058.0126903553
141,51 Coronation Street,Woodlands,1375000,5,4,2.0,747,259,1974.0,8500,Stirling Station,2000,2018-01-01,6018,-31.90525,115.78795,HALE SCHOOL,0.8795881950433991,6.0,13.0,6828.161991666938,700941.9873096447,674058.0126903553
142,15 Mcgill Street,Kewdale,535000,4,2,2.0,352,167,2012.0,7900,Carlisle Station,2200,2018-01-01,6105,-31.98060552,115.9350666,AUSTRALIAN ISLAMIC COLLEGE - KEWDALE,0.2491510375539252,102.0,9.0,5909.956440745183,700941.9873096447,-165941.9873096447
143,90 Main Street,Osborne Park,490000,3,1,1.0,1012,98,,6000,Glendalough Station,1100,2018-01-01,6017,-31.90545752,115.8284605,SERVITE COLLEGE,0.5771572584028076,65.0,10.0,5848.223909978399,700941.9873096447,-210941.9873096447
144,26 Macaulay Crescent,Inglewood,715000,3,2,2.0,330,172,1999.0,4700,Mount Lawley Station,2400,2018-01-01,6052,-31.91376,115.87872,MOUNT LAWLEY SENIOR HIGH SCHOOL,1.1858863764418508,20.0,12.0,4301.756688175052,700941.9873096447,14058.012690355303
145,7 Carosa Road,Tapping,485000,4,2,2.0,608,203,2006.0,25800,Currambine Station,4700,2018-01-01,6065,-31.72576281,115.7997769,JOSEPH BANKS SECONDARY COLLEGE,3.028112981817588,92.0,8.0,8650.575369360822,700941.9873096447,-215941.9873096447
146,3 Bolus Court,Woodvale,735000,4,2,2.0,855,260,1993.0,18900,Whitfords Station,1200,2018-01-01,6026,-31.79196,115.79165,WOODVALE SECONDARY COLLEGE,0.7408416446732498,77.0,11.0,1743.095023178226,700941.9873096447,34058.0126903553
147,63 Jane Brook Drive,Jane Brook,575000,4,1,,906,222,2003.0,20900,Midland Station,6000,2018-01-01,6056,-31.86017,116.0521,SWAN VIEW SENIOR HIGH SCHOOL,3.12497381254442,149.0,8.0,5071.308543533725,700941.9873096447,-125941.9873096447
148,15 Darter Place,Queens Park,433000,4,2,2.0,321,132,2005.0,9400,Queens Park Station,691,2018-01-01,6107,-32.001017,115.940103,ST NORBERT COLLEGE,0.3730169000839474,42.0,5.0,7582.559552675711,700941.9873096447,-267941.9873096447
149,31 Marnie Road,Glen Forrest,500000,3,2,6.0,3034,154,1950.0,23100,Midland Station,9300,2018-01-01,6071,-31.90681,116.09738,HELENA COLLEGE,0.5656604354476574,78.0,16.0,8093.648341651355,700941.9873096447,-200941.9873096447
150,25 Seminara Place,Mariginiup,955000,5,2,2.0,20950,281,1998.0,28300,Clarkson Station,11900,2018-01-01,6078,-31.69806,115.86367,JOSEPH BANKS SECONDARY COLLEGE,6.34853338275351,92.0,0.0,14101.68905410705,700941.9873096447,254058.0126903553
151,48 Salisbury Street,Leederville,850000,3,2,,364,164,1997.0,3300,Leederville Station,1500,2018-01-01,6007,-31.9259899,115.842385,ARANMORE CATHOLIC COLLEGE,0.1409940199601783,106.0,23.0,3219.3885657319884,700941.9873096447,149058.0126903553
152,63 Elswick Street,Safety Bay,430000,4,1,4.0,766,155,1979.0,40900,Rockingham Station,3100,2018-01-01,6169,-32.30391,115.73243,SAFETY BAY SENIOR HIGH SCHOOL,0.8053256649239211,136.0,12.0,2881.566497595953,700941.9873096447,-270941.9873096447
153,161 West Parade,South Guildford,575000,4,2,2.0,540,257,2010.0,13000,East Guildford Station,1200,2018-01-01,6055,-31.90617873,115.9853161,GUILDFORD GRAMMAR SCHOOL,1.3887983953723209,52.0,7.0,1487.3577785138507,700941.9873096447,-125941.9873096447
154,9 Shacklock Crescent,Winthrop,880000,5,3,2.0,700,251,1988.0,11500,Bull Creek Station,2500,2018-01-01,6150,-32.05222,115.82837,CORPUS CHRISTI COLLEGE,1.4696765577599922,28.0,16.0,6905.882515349132,700941.9873096447,179058.0126903553
155,1A Harley Street,Highgate,765000,3,1,2.0,239,74,1989.0,1500,McIver Station,1300,2018-01-01,6003,-31.93961818,115.8653971,PERTH COLLEGE,1.3368858821609686,9.0,17.0,1170.604884206155,700941.9873096447,64058.0126903553
156,25 Nelson Street,Inglewood,890000,4,1,2.0,566,170,1910.0,4900,Maylands Station,1100,2018-01-01,6052,-31.91872,115.89199,CHISHOLM CATHOLIC COLLEGE,1.1393471500588026,29.0,10.0,4363.04741930522,700941.9873096447,189058.0126903553
157,5 Mitra Loop,Bennett Springs,425000,4,2,2.0,505,141,1999.0,11800,Bayswater Station,6500,2018-01-01,6063,-31.85940195,115.9191915,KIARA COLLEGE,2.507596109178241,200.0,0.0,6662.334570124973,700941.9873096447,-275941.9873096447
158,517 North Beach Road,Gwelup,800000,4,3,2.0,575,286,2004.0,11500,Warwick Station,2400,2018-01-01,6018,-31.8661,115.79102,CARINE SENIOR HIGH SCHOOL,2.044135853213735,47.0,5.0,7363.41145313982,700941.9873096447,99058.0126903553
159,63 Cockman Road,Greenwood,515000,3,1,2.0,706,124,1975.0,14500,Warwick Station,2600,2018-01-01,6024,-31.82753,115.81504,WARWICK SENIOR HIGH SCHOOL,1.2402407157169,138.0,8.0,4677.636825759932,700941.9873096447,-185941.9873096447
160,1735 Wedgetail Circle,Parkerville,1000000,4,2,3.0,20179,293,2008.0,25800,Midland Station,10800,2018-01-01,6081,-31.85685575,116.1051059,HELENA COLLEGE,5.775881502942216,78.0,0.0,9487.707490841716,700941.9873096447,299058.0126903553
161,52 Birkett Avenue,Beeliar,555000,4,2,2.0,569,232,2008.0,21000,Cockburn Central Station,4000,2018-01-01,6164,-32.137571,115.819032,DIVINE MERCY COLLEGE,1.545368865300537,200.0,4.0,11280.76817609273,700941.9873096447,-145941.9873096447
162,63 Chrysostom Street,Trigg,1200000,3,2,2.0,506,214,2002.0,13300,Warwick Station,4600,2018-01-01,6029,-31.86961,115.75723,ST MARY'S ANGLICAN GIRLS' SCHOOL,1.1812525718665914,7.0,13.0,7843.054377784309,700941.9873096447,499058.0126903553
163,36 Bloomsbury Way,Harrisdale,515000,4,2,2.0,388,167,2014.0,20900,Cockburn Central Station,6900,2018-01-01,6112,-32.12920313,115.9317529,CAREY BAPTIST COLLEGE,1.9911905976209785,62.0,10.0,18736.43654046629,700941.9873096447,-185941.9873096447
164,1 Hillcrest Drive,Darlington,474000,3,2,3.0,2851,240,1974.0,21800,Midland Station,8800,2018-01-01,6070,-31.92197,116.08688,TREETOPS MONTESSORI SCHOOL,1.2138634487887092,200.0,6.0,7695.851461732296,700941.9873096447,-226941.9873096447
165,28 Doney Street,Alfred Cove,1065000,4,2,2.0,683,236,1960.0,9600,Bull Creek Station,3600,2018-01-01,6154,-32.031939,115.820586,APPLECROSS SENIOR HIGH SCHOOL,1.3970749403269174,34.0,14.0,6555.5913648983,700941.9873096447,364058.0126903553
166,36 Buxton Street,Mount Hawthorn,1425005,4,2,2.0,491,281,2012.0,4000,West Leederville Station,2100,2018-01-01,6016,-31.9237,115.83368,ARANMORE CATHOLIC COLLEGE,0.9710529930261848,106.0,15.0,3934.098150015342,700941.9873096447,724063.0126903553
167,15 Cockleshell Brace,Jindalee,400000,3,2,2.0,360,150,2006.0,37200,Butler Station,1600,2018-01-01,6036,-31.649053,115.694716,BUTLER COLLEGE,1.355629801600716,39.0,12.0,18588.41355324401,700941.9873096447,-300941.9873096447
168,12 Tyndale Turn,Wellard,353000,4,2,2.0,556,210,2013.0,36100,Wellard Station,1500,2018-01-01,6170,-32.27506726,115.8254347,PETER CARNLEY ANGLICAN COMMUNITY SCHOOL,2.229677869192712,200.0,6.0,8495.576134273413,700941.9873096447,-347941.9873096447
169,25 Hooley Road,Midvale,245000,4,2,2.0,543,111,2003.0,16700,Midland Station,1800,2018-01-01,6056,-31.88934,116.01991,YOUTH FUTURES COMMUNITY SCHOOL,1.289490768489841,200.0,17.0,669.0945786613534,700941.9873096447,-455941.9873096447
170,2 Harvey Street,Peppermint Grove,2200000,4,2,2.0,752,220,1999.0,10800,Cottesloe Station,719,2018-01-01,6011,-32.00359,115.76195,ST HILDA'S ANGLICAN SCHOOL FOR GIRLS,0.5761869253333834,2.0,16.0,5398.4130662107655,700941.9873096447,1499058.0126903553
171,11 Lendich Pass,Maddington,350000,3,2,2.0,289,110,2012.0,16100,Madding,871,2018-01-01,6109,-32.0560268,115.9781978,ST FRANCIS' SCHOOL,1.247703511782167,200.0,10.0,14479.0042299351,700941.9873096447,-350941.9873096447
172,35B Hartfield Way,Westminster,425000,3,2,2.0,822,245,1963.0,9500,Stirling Station,4700,2018-01-01,6061,-31.86798864,115.8433777,DIANELLA SECONDARY COLLEGE,1.5718373990914052,143.0,13.0,9255.678457343854,700941.9873096447,-275941.9873096447
173,3 Caphorn Close,Bibra Lake,460000,3,2,2.0,386,139,1999.0,17400,Cockburn Central Station,3700,2018-01-01,6163,-32.10566,115.82615,PERTH WALDORF SCHOOL,1.6984828490411756,200.0,12.0,8983.18594482224,700941.9873096447,-240941.9873096447
174,35 Weld Street,Nedlands,1710000,4,2,3.0,697,285,1916.0,6500,Karrakatta Station,1100,2018-01-01,6009,-31.97832,115.79691,CHRIST CHURCH GRAMMAR SCHOOL,2.040630003536198,3.0,7.0,1449.2642367069384,700941.9873096447,1009058.0126903553
175,35 Taylor Road,Nedlands,1400000,3,1,3.0,923,200,1960.0,7100,Loch Street Station,1500,2018-01-01,6009,-31.98483,115.79486,CHRIST CHURCH GRAMMAR SCHOOL,1.68768155742528,3.0,17.0,2198.493900215642,700941.9873096447,699058.0126903553
176,17 Sandpiper Street,Sorrento,808000,4,2,1.0,700,194,1985.0,16800,Greenwood Station,2400,2018-01-01,6020,-31.82631,115.76016,DUNCRAIG SENIOR HIGH SCHOOL,0.8210256423005832,32.0,18.0,3212.437621062176,700941.9873096447,107058.0126903553
177,15 Glen Avon Street,Lesmurdie,749000,5,2,4.0,1937,200,1988.0,19700,Madding,8200,2018-01-01,6076,-32.00933,116.056,LESMURDIE SENIOR HIGH SCHOOL,0.542973675303594,71.0,0.0,13664.778731122646,700941.9873096447,48058.0126903553
178,4a Custance Street,Lathlain,629000,4,2,2.0,477,166,2007.0,5000,Vic,990,2018-01-01,6100,-31.96554,115.90991,ST CLARE'S SCHOOL,0.6342429986306296,200.0,8.0,3062.9606604564688,700941.9873096447,-71941.9873096447
179,7 Crested Turn,Harrisdale,550000,4,2,2.0,540,207,2009.0,19800,Cockburn Central Station,6500,2018-01-01,6112,-32.12030525,115.9272773,CAREY BAPTIST COLLEGE,1.243247249194851,62.0,12.0,17921.204721116366,700941.9873096447,-150941.9873096447
180,4A Baldwin Avenue,Mount Pleasant,1522000,4,2,2.0,455,358,2003.0,7400,Canning Bridge Station,1100,2018-01-01,6153,-32.01797704,115.8493639,AQUINAS COLLEGE,1.4821490977639349,23.0,9.0,7146.034793065321,700941.9873096447,821058.0126903553
181,26 Gardiner Heights,Kinross,400000,3,2,2.0,405,144,,28100,Currambine Station,813,2018-01-01,6028,-31.71792,115.74802,LAKE JOONDALUP BAPTIST COLLEGE,2.5176130351521304,80.0,4.0,9627.5304533349,700941.9873096447,-300941.9873096447
182,51 Riley Road,Kardinya,830000,5,3,2.0,821,250,1998.0,13200,Murdoch Station,4100,2018-01-01,6163,-32.06206,115.80691,NORTH LAKE SENIOR CAMPUS,1.426354475090989,200.0,13.0,5014.709988075345,700941.9873096447,129058.0126903553
183,35 Eastleigh Loop,Currambine,542500,5,2,2.0,631,219,1998.0,26900,Currambine Station,425,2018-01-01,6028,-31.72868,115.7512,LAKE JOONDALUP BAPTIST COLLEGE,1.3754567653782472,80.0,4.0,8394.87384471293,700941.9873096447,-158441.9873096447
184,7 Dunham Retreat,Waikiki,270000,4,1,1.0,548,106,,40500,Warnbro Station,2100,2018-01-01,6169,-32.30763,115.76689,SOUTH COAST BAPTIST COLLEGE,1.2319215450285224,54.0,2.0,4437.4297763165705,700941.9873096447,-430941.9873096447
185,49 Shaftesbury Avenue,Alexander Heights,410500,4,1,4.0,687,110,2000.0,14600,Greenwood Station,8600,2018-01-01,6064,-31.82168,115.87344,LANDSDALE CHRISTIAN SCHOOL,1.7589924130397496,200.0,4.0,9434.49318282367,700941.9873096447,-290441.9873096447
186,35 Grande Way,Beechboro,425000,3,1,8.0,700,104,1986.0,11800,Bassendean Station,3900,2018-01-01,6063,-31.86959,115.93792,KIARA COLLEGE,0.9138988494224494,200.0,16.0,4601.439019334704,700941.9873096447,-275941.9873096447
187,35 Iandra Loop,Carramar,450000,4,2,2.0,603,181,1996.0,27700,Currambine Station,3100,2018-01-01,6031,-31.71263,115.77985,JOSEPH BANKS SECONDARY COLLEGE,2.2179646543331595,92.0,15.0,9833.576566389762,700941.9873096447,-250941.9873096447
188,28 Burke Drive,Attadale,2300000,4,2,3.0,799,442,1995.0,9300,Vic,3900,2018-01-01,6156,-32.017059,115.795996,SANTA MARIA COLLEGE,0.1737302154881422,10.0,5.0,5456.948576320757,700941.9873096447,1599058.0126903553
189,33 Nyara Crescent,Craigie,460000,3,1,2.0,758,110,1979.0,20700,Edgewater Station,1600,2018-01-01,6025,-31.78303,115.76743,BELRIDGE SECONDARY COLLEGE,1.4630166528086943,102.0,6.0,2180.31732978339,700941.9873096447,-240941.9873096447
190,6 Peregrine Court,Singleton,475000,4,2,2.0,768,198,1998.0,55200,Mandurah Station,9700,2018-01-01,6175,-32.44099,115.76006,COMET BAY COLLEGE,2.8148636107565004,35.0,6.0,18263.49864158622,700941.9873096447,-225941.9873096447
